id,behavior
0,MB_NORMAL
1,MB_NORMAL
2,MB_NORMAL
3,MB_NORMAL
4,MB_NORMAL
5,MB_NORMAL
6,MB_SIGNPOST
7,MB_SIGNPOST
8,MB_NORMAL
9,MB_NORMAL
10,MB_TALL_GRASS
11,MB_NORMAL
12,MB_NORMAL
13,MB_NORMAL
14,MB_TALL_GRASS
15,MB_TALL_GRASS
16,MB_NORMAL
17,MB_NORMAL
18,MB_TALL_GRASS
19,MB_TALL_GRASS
20,MB_NORMAL
21,MB_NORMAL
22,MB_TALL_GRASS
23,MB_TALL_GRASS
24,MB_NORMAL
25,MB_NORMAL
26,MB_NORMAL
27,MB_NORMAL
28,MB_NORMAL
29,MB_NORMAL
30,MB_NORMAL
31,MB_NORMAL
32,MB_NORMAL
33,MB_NORMAL
34,MB_NORMAL
35,MB_NORMAL
36,MB_NORMAL
37,MB_NORMAL
38,MB_NORMAL
39,MB_NORMAL
40,MB_NORMAL
41,MB_NORMAL
42,MB_NORMAL
43,MB_NORMAL
44,MB_NORMAL
45,MB_NORMAL
46,MB_NORMAL
47,MB_NORMAL
48,MB_NORMAL
49,MB_NORMAL
50,MB_NORMAL
51,MB_NORMAL
52,MB_NORMAL
53,MB_NORMAL
54,MB_NORMAL
55,MB_NORMAL
56,MB_NORMAL
57,MB_NORMAL
58,MB_NORMAL
59,MB_NORMAL
60,MB_NORMAL
61,MB_NORMAL
62,MB_NORMAL
63,MB_NORMAL
64,MB_NORMAL
65,MB_ANIMATED_DOOR
66,MB_NORMAL
67,MB_NORMAL
68,MB_NORMAL
69,MB_NORMAL
70,MB_NORMAL
71,MB_NORMAL
72,MB_NORMAL
73,MB_NORMAL
74,MB_NORMAL
75,MB_NORMAL
76,MB_NORMAL
77,MB_NORMAL
78,MB_NORMAL
79,MB_NORMAL
80,MB_NORMAL
81,MB_NORMAL
82,MB_NORMAL
83,MB_NORMAL
84,MB_NORMAL
85,MB_NORMAL
86,MB_NORMAL
87,MB_NORMAL
88,MB_NORMAL
89,MB_NORMAL
90,MB_NORMAL
91,MB_NORMAL
92,MB_NORMAL
93,MB_NORMAL
94,MB_NORMAL
95,MB_NORMAL
96,MB_NORMAL
97,MB_NORMAL
98,MB_NORMAL
99,MB_NORMAL
100,MB_NORMAL
101,MB_NORMAL
102,MB_NORMAL
103,MB_NORMAL
104,MB_NORMAL
105,MB_NORMAL
106,MB_ANIMATED_DOOR
107,MB_NORMAL
108,MB_NORMAL
109,MB_NORMAL
110,MB_NORMAL
111,MB_NORMAL
112,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
113,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
114,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_TOP
115,MB_SIDEWAYS_STAIRS_LEFT_SIDE_TOP
116,MB_NORMAL
117,MB_NORMAL
118,MB_NON_ANIMATED_DOOR
119,MB_NORMAL
120,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
121,MB_SIDEWAYS_STAIRS_LEFT_SIDE
122,MB_SIDEWAYS_STAIRS_RIGHT_SIDE
123,MB_SIDEWAYS_STAIRS_LEFT_SIDE
124,MB_ROCK_STAIRS
125,MB_NORMAL
126,MB_NORMAL
127,MB_NORMAL
128,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
129,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
130,MB_SIDEWAYS_STAIRS_RIGHT_SIDE_BOTTOM
131,MB_SIDEWAYS_STAIRS_LEFT_SIDE_BOTTOM
132,MB_ROCK_STAIRS
133,MB_NORMAL
134,MB_NORMAL
135,MB_NORMAL
136,MB_NORMAL
137,MB_NORMAL
138,MB_NORMAL
139,MB_NORMAL
140,MB_NORMAL
141,MB_NORMAL
142,MB_NORMAL
143,MB_NORMAL
144,MB_NORMAL
145,MB_NORMAL
146,MB_NORMAL
147,MB_NORMAL
148,MB_NORMAL
149,MB_NORMAL
150,MB_NORMAL
151,MB_NORMAL
152,MB_NORMAL
153,MB_NORMAL
154,MB_NORMAL
155,MB_NORMAL
156,MB_NORMAL
157,MB_NORMAL
158,MB_NORMAL
159,MB_NORMAL
160,MB_NORMAL
161,MB_NORMAL
162,MB_NORMAL
163,MB_NORMAL
164,MB_NORMAL
165,MB_NORMAL
166,MB_NORMAL
167,MB_NORMAL
168,MB_NORMAL
169,MB_NORMAL
170,MB_NORMAL
171,MB_SIGNPOST
172,MB_SIGNPOST
173,MB_NORMAL
174,MB_NORMAL
175,MB_NORMAL
176,MB_NORMAL
177,MB_NORMAL
178,MB_NORMAL
179,MB_NORMAL
180,MB_NORMAL
181,MB_NORMAL
182,MB_NORMAL
183,MB_NORMAL
184,MB_NORMAL
185,MB_NORMAL
186,MB_NORMAL
187,MB_NORMAL
188,MB_NORMAL
189,MB_NORMAL
190,MB_NORMAL
191,MB_NORMAL
192,MB_NORMAL
193,MB_NORMAL
194,MB_JUMP_SOUTH
195,MB_JUMP_SOUTH
196,MB_JUMP_SOUTH
197,MB_JUMP_SOUTH
198,MB_JUMP_SOUTH
199,MB_JUMP_SOUTH
200,MB_NORMAL
201,MB_NORMAL
202,MB_NORMAL
203,MB_JUMP_SOUTH
204,MB_JUMP_SOUTH
205,MB_JUMP_SOUTH
206,MB_JUMP_SOUTH
207,MB_JUMP_SOUTH
208,MB_NORMAL
209,MB_NORMAL
210,MB_JUMP_WEST
211,MB_JUMP_EAST
212,MB_JUMP_WEST
213,MB_JUMP_EAST
214,MB_JUMP_WEST
215,MB_JUMP_EAST
216,MB_NORMAL
217,MB_NORMAL
218,MB_NORMAL
219,MB_NORMAL
220,MB_NORMAL
221,MB_NORMAL
222,MB_NORMAL
223,MB_NORMAL
224,MB_NORMAL
225,MB_NORMAL
226,MB_JUMP_WEST
227,MB_JUMP_EAST
228,MB_JUMP_WEST
229,MB_JUMP_EAST
230,MB_JUMP_WEST
231,MB_JUMP_EAST
232,MB_ROCK_STAIRS
233,MB_ROCK_STAIRS
234,MB_JUMP_WEST
235,MB_JUMP_EAST
236,MB_JUMP_WEST
237,MB_JUMP_EAST
238,MB_JUMP_WEST
239,MB_JUMP_EAST
240,MB_ROCK_STAIRS
241,MB_ROCK_STAIRS
242,MB_SAND
243,MB_SAND
244,MB_SAND
245,MB_SAND
246,MB_SAND
247,MB_LONG_GRASS
248,MB_ROCK_STAIRS
249,MB_ROCK_STAIRS
250,MB_SAND
251,MB_SAND
252,MB_SAND
253,MB_SAND
254,MB_SAND
255,MB_LONG_GRASS_SOUTH_EDGE
256,MB_NORMAL
257,MB_NORMAL
258,MB_NORMAL
259,MB_NORMAL
260,MB_SAND
261,MB_SAND
262,MB_SAND
263,MB_NORMAL
264,MB_NORMAL
265,MB_NORMAL
266,MB_NORMAL
267,MB_NORMAL
268,MB_NORMAL
269,MB_NORMAL
270,MB_SOUTH_ARROW_WARP
271,MB_NORMAL
272,MB_NORMAL
273,MB_NORMAL
274,MB_NORMAL
275,MB_NORMAL
276,MB_NORMAL
277,MB_NORMAL
278,MB_NORMAL
279,MB_NORMAL
280,MB_EAST_ARROW_WARP
281,MB_WEST_ARROW_WARP
282,MB_NORMAL
283,MB_NORMAL
284,MB_NORMAL
285,MB_NORMAL
286,MB_NORMAL
287,MB_NORMAL
288,MB_NORMAL
289,MB_NORMAL
290,MB_NORMAL
291,MB_NORMAL
292,MB_NORMAL
293,MB_NORMAL
294,MB_NON_ANIMATED_DOOR
295,MB_NORMAL
296,MB_POND_WATER
297,MB_POND_WATER
298,MB_NORMAL
299,MB_NORMAL
300,MB_NORMAL
301,MB_NORMAL
302,MB_NORMAL
303,MB_NORMAL
304,MB_POND_WATER
305,MB_POND_WATER
306,MB_NORMAL
307,MB_NORMAL
308,MB_NORMAL
309,MB_NORMAL
310,MB_NORMAL
311,MB_NORMAL
312,MB_OCEAN_WATER
313,MB_OCEAN_WATER
314,MB_NORMAL
315,MB_NORMAL
316,MB_NORMAL
317,MB_POND_WATER
318,MB_POND_WATER
319,MB_NORMAL
320,MB_OCEAN_WATER
321,MB_OCEAN_WATER
322,MB_NORMAL
323,MB_NORMAL
324,MB_NORMAL
325,MB_POND_WATER
326,MB_POND_WATER
327,MB_POND_WATER
328,MB_OCEAN_WATER
329,MB_OCEAN_WATER
330,MB_POND_WATER
331,MB_POND_WATER
332,MB_POND_WATER
333,MB_OCEAN_WATER
334,MB_OCEAN_WATER
335,MB_NORMAL
336,MB_OCEAN_WATER
337,MB_OCEAN_WATER
338,MB_POND_WATER
339,MB_POND_WATER
340,MB_POND_WATER
341,MB_OCEAN_WATER
342,MB_OCEAN_WATER
343,MB_NORTH_ARROW_WARP
344,MB_OCEAN_WATER
345,MB_OCEAN_WATER
346,MB_POND_WATER
347,MB_POND_WATER
348,MB_POND_WATER
349,MB_OCEAN_WATER
350,MB_OCEAN_WATER
351,MB_SOUTH_ARROW_WARP
352,MB_OCEAN_WATER
353,MB_OCEAN_WATER
354,MB_POND_WATER
355,MB_POND_WATER
356,MB_POND_WATER
357,MB_OCEAN_WATER
358,MB_OCEAN_WATER
359,MB_NORMAL
360,MB_OCEAN_WATER
361,MB_OCEAN_WATER
362,MB_POND_WATER
363,MB_POND_WATER
364,MB_POND_WATER
365,MB_SAND
366,MB_SAND
367,MB_NORMAL
368,MB_OCEAN_WATER
369,MB_OCEAN_WATER
370,MB_OCEAN_WATER
371,MB_OCEAN_WATER
372,MB_OCEAN_WATER
373,MB_SAND
374,MB_SAND
375,MB_NORMAL
376,MB_OCEAN_WATER
377,MB_OCEAN_WATER
378,MB_OCEAN_WATER
379,MB_OCEAN_WATER
380,MB_OCEAN_WATER
381,MB_SHALLOW_WATER
382,MB_SHALLOW_WATER
383,MB_SHALLOW_WATER
384,MB_OCEAN_WATER
385,MB_OCEAN_WATER
386,MB_OCEAN_WATER
387,MB_NORMAL
388,MB_NORMAL
389,MB_SHALLOW_WATER
390,MB_SAND
391,MB_SHALLOW_WATER
392,MB_OCEAN_WATER
393,MB_OCEAN_WATER
394,MB_OCEAN_WATER
395,MB_NORMAL
396,MB_NORMAL
397,MB_SHALLOW_WATER
398,MB_SHALLOW_WATER
399,MB_SHALLOW_WATER
400,MB_OCEAN_WATER
401,MB_OCEAN_WATER
402,MB_OCEAN_WATER
403,MB_NORMAL
404,MB_NORMAL
405,MB_OCEAN_WATER
406,MB_OCEAN_WATER
407,MB_OCEAN_WATER
408,MB_OCEAN_WATER
409,MB_OCEAN_WATER
410,MB_OCEAN_WATER
411,MB_SHALLOW_WATER
412,MB_SHALLOW_WATER
413,MB_SHALLOW_WATER
414,MB_OCEAN_WATER
415,MB_OCEAN_WATER
416,MB_NORMAL
417,MB_NORMAL
418,MB_OCEAN_WATER
419,MB_OCEAN_WATER
420,MB_NORMAL
421,MB_NORMAL
422,MB_NORMAL
423,MB_NORMAL
424,MB_NORMAL
425,MB_NORMAL
426,MB_NORMAL
427,MB_NORMAL
428,MB_NORMAL
429,MB_NORMAL
430,MB_NORMAL
431,MB_NORMAL
432,MB_NORMAL
433,MB_NORMAL
434,MB_NORMAL
435,MB_NORMAL
436,MB_NORMAL
437,MB_NORMAL
438,MB_NORMAL
439,MB_OCEAN_WATER
440,MB_NORMAL
441,MB_NORMAL
442,MB_OCEAN_WATER
443,MB_OCEAN_WATER
444,MB_OCEAN_WATER
445,MB_OCEAN_WATER
446,MB_NORMAL
447,MB_NORMAL
448,MB_NORMAL
449,MB_NORMAL
450,MB_NORMAL
451,MB_NORMAL
452,MB_NORMAL
453,MB_NORMAL
454,MB_NORMAL
455,MB_NORMAL
456,MB_NORMAL
457,MB_NORMAL
458,MB_NORMAL
459,MB_NORMAL
460,MB_NORMAL
461,MB_POND_WATER
462,MB_POND_WATER
463,MB_POND_WATER
464,MB_POND_WATER
465,MB_POND_WATER
466,MB_NORMAL
467,MB_NORMAL
468,MB_EAST_ARROW_WARP
469,MB_NORMAL
470,MB_NORMAL
471,MB_NORMAL
472,MB_NORMAL
473,MB_NORMAL
474,MB_NORMAL
475,MB_NORMAL
476,MB_NORMAL
477,MB_SIGNPOST
478,MB_SIGNPOST
479,MB_NORMAL
480,MB_NORMAL
481,MB_NORMAL
482,MB_NORMAL
483,MB_NORMAL
484,MB_NORMAL
485,MB_NORMAL
486,MB_NORMAL
487,MB_NORMAL
488,MB_NORMAL
489,MB_NORMAL
490,MB_NORMAL
491,MB_NORMAL
492,MB_NORMAL
493,MB_NORMAL
494,MB_NORMAL
495,MB_NORMAL
496,MB_NORMAL
497,MB_NORMAL
498,MB_NORMAL
499,MB_NORMAL
500,MB_NORMAL
501,MB_NORMAL
502,MB_NORMAL
503,MB_NORMAL
504,MB_NORMAL
505,MB_NORMAL
506,MB_NORMAL
507,MB_NORMAL
508,MB_NORMAL
509,MB_NORMAL
510,MB_NORMAL
511,MB_NORMAL
512,MB_NORMAL
513,MB_NORMAL
514,MB_NORMAL
515,MB_ANIMATED_DOOR
516,MB_NORMAL
517,MB_NORMAL
518,MB_NORMAL
519,MB_NORMAL
520,MB_NORMAL
521,MB_NORMAL
522,MB_NORMAL
523,MB_NORMAL
524,MB_NORMAL
525,MB_NORMAL
526,MB_NORMAL
527,MB_NORMAL
528,MB_NORMAL
529,MB_NORMAL
530,MB_NORMAL
531,MB_NORMAL
532,MB_NORMAL
533,MB_NORMAL
534,MB_NORMAL
535,MB_NORMAL
536,MB_NORMAL
537,MB_NORMAL
538,MB_NORMAL
539,MB_NORMAL
540,MB_NORMAL
541,MB_NORMAL
542,MB_NORMAL
543,MB_NORMAL
544,MB_NORMAL
545,MB_NORMAL
546,MB_NORMAL
547,MB_NORMAL
548,MB_NORMAL
549,MB_NORMAL
550,MB_NORMAL
551,MB_NORMAL
552,MB_NORMAL
553,MB_NORMAL
554,MB_NORMAL
555,MB_NORMAL
556,MB_NORMAL
557,MB_NORMAL
558,MB_NORMAL
559,MB_NORMAL
560,MB_NORMAL
561,MB_NORMAL
562,MB_NORMAL
563,MB_NORMAL
564,MB_NORMAL
565,MB_NORMAL
566,MB_NORMAL
567,MB_NORMAL
568,MB_NORMAL
569,MB_NORMAL
570,MB_NORMAL
571,MB_NORMAL
572,MB_NORMAL
573,MB_NORMAL
574,MB_NORMAL
575,MB_NORMAL
576,MB_NORMAL
577,MB_NORMAL
578,MB_NORMAL
579,MB_NORMAL
580,MB_NORMAL
581,MB_NORMAL
582,MB_NORMAL
583,MB_NORMAL
584,MB_NORMAL
585,MB_NORMAL
586,MB_NORMAL
